x,y
2017-06-16,2481.74
2017-06-17,2591.41
2017-06-18,2568.92
2017-06-19,2578.25
2017-06-20,2657.32
2017-06-21,2709.33
2017-06-22,2714.58
2017-06-23,2760.61
2017-06-24,2688.44
2017-06-25,2627.95
2017-06-26,2476.72
2017-06-27,2409
2017-06-28,2539.78
2017-06-29,2536.94
2017-06-30,2547.95
2017-07-01,2507.89
2017-07-02,2445.84
2017-07-03,2519.06
2017-07-04,2618.16
2017-07-05,2562.64
2017-07-06,2592.87
2017-07-07,2549.5
2017-07-08,2521.61
2017-07-09,2589.88
2017-07-10,2473.94
2017-07-11,2375.98
2017-07-12,2341
2017-07-13,2377.5
2017-07-14,2345.15
2017-07-15,2202.94
2017-07-16,2055.09
2017-07-17,1900.86
2017-07-18,2170.3
2017-07-19,2356.3
2017-07-20,2307.55
2017-07-21,2723
2017-07-22,2637.55
2017-07-23,2808.39
2017-07-24,2749.24
2017-07-25,2763.76
2017-07-26,2603.73
2017-07-27,2551.28
2017-07-28,2721.06
2017-07-29,2795.81
2017-07-30,2705.48
2017-07-31,2749.13
2017-08-01,2855.56
2017-08-02,2703.89
2017-08-03,2721.82
2017-08-04,2815.08
2017-08-05,2881.56
2017-08-06,3270.47
2017-08-07,3207.59
2017-08-08,3350.13
2017-08-09,3407.25
2017-08-10,3343.37
2017-08-11,3420.4
2017-08-12,3653.01
2017-08-13,3949.6
2017-08-14,4072.94
2017-08-15,4362.51
2017-08-16,4177.9
2017-08-17,4362.77
2017-08-18,4338.6
2017-08-19,4195.47
2017-08-20,4116.04
2017-08-21,4102.66
2017-08-22,3889.24
2017-08-23,4090.11
2017-08-24,4141.83
2017-08-25,4388.95
2017-08-26,4371.6
2017-08-27,4317.29
2017-08-28,4318.65
2017-08-29,4390.45
2017-08-30,4588.45
2017-08-31,4577.31
2017-09-01,4740.6
2017-09-02,4928.03
2017-09-03,4623.51
2017-09-04,4527.4
2017-09-05,4040.3
2017-09-06,4490.29
2017-09-07,4507.45
2017-09-08,4599.26
2017-09-09,4171.88
2017-09-10,4118.61
2017-09-11,4203.72
2017-09-12,4231.63
2017-09-13,4031.57
2017-09-14,3874.68
2017-09-15,3387.13
2017-09-16,3697.86
2017-09-17,3579.77
2017-09-18,3701.85
2017-09-19,3980.17
2017-09-20,3916.37
2017-09-21,3896.09
2017-09-22,3668.1
2017-09-23,3635.22
2017-09-24,3781.92
2017-09-25,3774
2017-09-26,3947.45
2017-09-27,3908.59
2017-09-28,4165.16
2017-09-29,4100.49
2017-09-30,4205.07
2017-10-01,4314.11
2017-10-02,4412.84
2017-10-03,4427.26
2017-10-04,4302.91
2017-10-05,4243.24
2017-10-06,4332.29
2017-10-07,4358.31
2017-10-08,4418.22
2017-10-09,4616.19
2017-10-10,4817.89
2017-10-11,4793.33
2017-10-12,4861.99
2017-10-13,5707.79
2017-10-14,5666.83
2017-10-15,5852.48
2017-10-16,5688.99
2017-10-17,5629.59
2017-10-18,5514.57
2017-10-19,5605.89
2017-10-20,5670.57
2017-10-21,6083.22
2017-10-22,5974.6
2017-10-23,6021.49
2017-10-24,5648.75
2017-10-25,5403.76
2017-10-26,5728.61
2017-10-27,5956.31
2017-10-28,5804.69
2017-10-29,5727.58
2017-10-30,6119.32
2017-10-31,6131.52
2017-11-01,6441.99
2017-11-02,6867.43
2017-11-03,7076.83
2017-11-04,7164.34
2017-11-05,7380.63
2017-11-06,7385.83
2017-11-07,7129.85
2017-11-08,7326.39
2017-11-09,7395.15
2017-11-10,7255.36
2017-11-11,6809.75
2017-11-12,6170.53
2017-11-13,6008.72
2017-11-14,6657.83
2017-11-15,6925.58
2017-11-16,7224.09
2017-11-17,7931.87
2017-11-18,7502.46
2017-11-19,7804.51
2017-11-20,7974.75
2017-11-21,8072.38
2017-11-22,8155.57
2017-11-23,8239.35
2017-11-24,8074.71
2017-11-25,8222.59
2017-11-26,8842.92
2017-11-27,9624.29
2017-11-28,9740.52
2017-11-29,10454.1
2017-11-30,10678.6
2017-12-01,9948.38
2017-12-02,11109.5
2017-12-03,11045.1
2017-12-04,11443.5
2017-12-05,11684.2
2017-12-06,12458.2
2017-12-07,14441.8
2017-12-08,16669.1
2017-12-09,16129.6
2017-12-10,13465.6
2017-12-11,17102.2
2017-12-12,16574
2017-12-13,16805.3
2017-12-14,16185.9
2017-12-15,17600.3
2017-12-16,17586.8
2017-12-17,19535.7
2017-12-18,18737.6
2017-12-19,19000.8
2017-12-20,17240.1
2017-12-21,16645.5
2017-12-22,13939.1
2017-12-23,14721
2017-12-24,14175.5
2017-12-25,13593.2
2017-12-26,14663.6
2017-12-27,16293.7
2017-12-28,14822.5
2017-12-29,15089.5
2017-12-30,13685.4
2017-12-31,13411
2018-01-01,13791.6
2018-01-02,13670.6
2018-01-03,15190.8
2018-01-04,15364
2018-01-05,15572.1
2018-01-06,17035.6
2018-01-07,17109.1
2018-01-08,15908.9
2018-01-09,15399.6
2018-01-10,14348
2018-01-11,13603.1
2018-01-12,13823.7
2018-01-13,14232.6
2018-01-14,14395.3
2018-01-15,13713.4
2018-01-16,13204.9
2018-01-17,10805.9
2018-01-18,11596.9
2018-01-19,11295.8
2018-01-20,11920.4
2018-01-21,12623.1
2018-01-22,11688.5
2018-01-23,11026.2
2018-01-24,10877.2
2018-01-25,11695.7
2018-01-26,11603.1
2018-01-27,11124.5
2018-01-28,11564
2018-01-29,11537.5
2018-01-30,11075.7
2018-01-31,10001
2018-02-01,10058.1
2018-02-02,8780.23
2018-02-03,8256.33
2018-02-04,9177.5
2018-02-05,8144.01
2018-02-06,6252.44
2018-02-07,7386.63
2018-02-08,8179.93
2018-02-09,8003.77
2018-02-10,8907.83
2018-02-11,8151.89
2018-02-12,8514.72
2018-02-13,8690.49
2018-02-14,8856.73
2018-02-15,9761.57
2018-02-16,10091.9
2018-02-17,10567.8
2018-02-18,10989
2018-02-19,10669.4
2018-02-20,11601.3
2018-02-21,11003.5
2018-02-22,10904.5
2018-02-23,10007.2
2018-02-24,10524.3
2018-02-25,9764.16
2018-02-26,9680.17
2018-02-27,10380.8
2018-02-28,10980.6
2018-03-01,10486.3
2018-03-02,11046.3
2018-03-03,11389.3
2018-03-04,11242.1
2018-03-05,11542.6
2018-03-06,11342.8
2018-03-07,10598.8
2018-03-08,9820.62
2018-03-09,8858.27
2018-03-10,9490.05
2018-03-11,8888.24
2018-03-12,9658.87
2018-03-13,9404.81
2018-03-14,9196.64
2018-03-15,7899.96
2018-03-16,8240.75
2018-03-17,8231.27
2018-03-18,7769.02
2018-03-19,8321.72
2018-03-20,8564.91
2018-03-21,9107.93
2018-03-22,9049.33
2018-03-23,8415.39
2018-03-24,8927.67
2018-03-25,8568.19
2018-03-26,8490.62
2018-03-27,8016.17
2018-03-28,7922.57
2018-03-29,7633.15
2018-03-30,7158.86
2018-03-31,6939.83
2018-04-01,6917.68
2018-04-02,6963.81
2018-04-03,7366.17
2018-04-04,7378.37
2018-04-05,6851.6
2018-04-06,6695.06
2018-04-07,6870.79
2018-04-08,6960.79
2018-04-09,7115.75
2018-04-10,6755.97
2018-04-11,6837.63
2018-04-12,6943.48
2018-04-13,7810.71
2018-04-14,7997.07
2018-04-15,8091.03
2018-04-16,8056.67
2018-04-17,8023.62
2018-04-18,7947.79
2018-04-19,8203.12
2018-04-20,8294.76
2018-04-21,8910.51
2018-04-22,8869.08
2018-04-23,8864.44
2018-04-24,9243.85
2018-04-25,9458.1
2018-04-26,8920.16
2018-04-27,9247.43
2018-04-28,9176.05
2018-04-29,9452.56
2018-04-30,9303.52
2018-05-01,8984.62
2018-05-02,9112.2
2018-05-03,9213.31
2018-05-04,9624.38
2018-05-05,9811.99
2018-05-06,9659.33
2018-05-07,9376.24
2018-05-08,9372.82
2018-05-09,9088.69
2018-05-10,9322.81
2018-05-11,9003.08
2018-05-12,8252.8
2018-05-13,8447.13
2018-05-14,8422.63
2018-05-15,8771.8
2018-05-16,8247.4
2018-05-17,8377.04
2018-05-18,8053.8
2018-05-19,8254.03
2018-05-20,8277.47
2018-05-21,8500.56
2018-05-22,8357.88
2018-05-23,7974.42
2018-05-24,7704.68
2018-05-25,7636.52
2018-05-26,7457.9
2018-05-27,7326.04
2018-05-28,7232.68
2018-05-29,7132.14
2018-05-30,7547.04
2018-05-31,7549.99
2018-06-01,7556.43
2018-06-02,7501.66
2018-06-03,7656.1
2018-06-04,7622.28
2018-06-05,7436.43
2018-06-06,7638.11
2018-06-07,7711.17
2018-06-08,7652.63
2018-06-09,7675.77
2018-06-10,7337.87
2018-06-11,6778.59
2018-06-12,6877.72
2018-06-13,6600.79
2018-06-14,6519.79
2018-06-15,6615.55
2018-06-16,6515.33
2018-06-17,6562.72
2018-06-18,6488.37
2018-06-19,6712.75
2018-06-20,6658.06
2018-06-21,6773.49
2018-06-22,6659.2
2018-06-23,6078.86
2018-06-24,5893.52
2018-06-25,6171.12
2018-06-26,6241.11
2018-06-27,6090.15
2018-06-28,6117.9
2018-06-29,5905.97
2018-06-30,6430.12
2018-07-01,6377.34
2018-07-02,6341.27
2018-07-03,6658.22
2018-07-04,6497.39
2018-07-05,6685.24
2018-07-06,6559.07
2018-07-07,6639.77
2018-07-08,6837.42
2018-07-09,6768.26
2018-07-10,6685.89
2018-07-11,6368.71
2018-07-12,6229.81
2018-07-13,6256.71
2018-07-14,6229.23
2018-07-15,6294.14
2018-07-16,6383.29
2018-07-17,6687.88
2018-07-18,7438.13
2018-07-19,7345.14
2018-07-20,7377.84
2018-07-21,7344.44
2018-07-22,7398.14
2018-07-23,7674.75
2018-07-24,7994.39
2018-07-25,8292.35
2018-07-26,8266.23
2018-07-27,7917.23
2018-07-28,8183.19
2018-07-29,8210.62
2018-07-30,8139.36
2018-07-31,8131.98
2018-08-01,7568
2018-08-02,7707.07
2018-08-03,7343.75
2018-08-04,7473.89
2018-08-05,6996.36
2018-08-06,7020.76
2018-08-07,7046.78
2018-08-08,6504.95
2018-08-09,6351.71
2018-08-10,6487.3
2018-08-11,6152.86
2018-08-12,6343.83
2018-08-13,6479.14
2018-08-14,6059.4
2018-08-15,6445.74
2018-08-16,6413.35
2018-08-17,6496.01
2018-08-18,6504.95
2018-08-19,6391.76
2018-08-20,6489.82
2018-08-21,6489.95
2018-08-22,6669.11
2018-08-23,6453.43
2018-08-24,6537.72
2018-08-25,6719.69
2018-08-26,6666.5
2018-08-27,6729.51
2018-08-28,6935.84
2018-08-29,7063.13
2018-08-30,6994.99
2018-08-31,6971.92
2018-09-01,7056.51
2018-09-02,7257.12
2018-09-03,7259.35
2018-09-04,7306.47
2018-09-05,7375.72
2018-09-06,6436.45
2018-09-07,6521.66
2018-09-08,6509.69
2018-09-09,6222.11
2018-09-10,6344.49
2018-09-11,6348.01
2018-09-12,6266.55
2018-09-13,6409.88
2018-09-14,6547.79
2018-09-15,6527.97
2018-09-16,6496.49
2018-09-17,6481.54
2018-09-18,6276.37
2018-09-19,6337
2018-09-20,6405.11
2018-09-21,6702.86
2018-09-22,6686.89
2018-09-23,6756.65
2018-09-24,6617.27
2018-09-25,6435.09
2018-09-26,6462.19
2018-09-27,6494.61
2018-09-28,6653.71
2018-09-29,6573.42
2018-09-30,6598.19
2018-10-01,6619.6
2018-10-02,6587.25
2018-10-03,6464.8
2018-10-04,6597.41
2018-10-05,6574.37
2018-10-06,6615.01
2018-10-07,6557.04
2018-10-08,6581.04
2018-10-09,6635.56
2018-10-10,6573.1
2018-10-11,6284.12
2018-10-12,6278.36
2018-10-13,6305.39
2018-10-14,6309.65
2018-10-15,6602.71
2018-10-16,6601.22
2018-10-17,6538.9
2018-10-18,6535.54
2018-10-19,6472.5
2018-10-20,6492.16
2018-10-21,6525.12
2018-10-22,6479.71
2018-10-23,6468.5
2018-10-24,6493.35
2018-10-25,6470.13
2018-10-26,6488.52
2018-10-27,6492.69
2018-10-28,6482.96
2018-10-29,6467.27
2018-10-30,6332.3
2018-10-31,6325.36
2018-11-01,6393.02
2018-11-02,6356.13
2018-11-03,6371.47
2018-11-04,6367.93
2018-11-05,6432.68
2018-11-06,6426.57
2018-11-07,6537.26
2018-11-08,6481.21
2018-11-09,6402.31
2018-11-10,6403.88
2018-11-11,6415.57
2018-11-12,6399.63
2018-11-13,6349.53
2018-11-14,6347.57
2018-11-15,5659.07
2018-11-16,5555.92
2018-11-17,5550.15
2018-11-18,5598.26
2018-11-19,5290.59
2018-11-20,4488.05
2018-11-21,4650.16
2018-11-22,4525.33
2018-11-23,4390.43
2018-11-24,4329.06
2018-11-25,3707.1
2018-11-26,3936.63
2018-11-27,3721.87
2018-11-28,4027.16
2018-11-29,4342.07373047
2018-11-30,4215.98028867
2018-12-01,4012.9425287
2018-12-02,4220.51197377
2018-12-03,4031.0967965
2018-12-04,4010.26616338
2018-12-05,3868.12287116
2018-12-06,3869.71863556
2018-12-07,3411.28056013
2018-12-08,3430.62745482
2018-12-09,3505.20296531
2018-12-10,3550.46660405
2018-12-11,3482.87060206
2018-12-12,3456.44308934
2018-12-13,3437.1882836
2018-12-14,3318.62342494
2018-12-15,3209.75732815
2018-12-16,3285.24064444
2018-12-17,3288.44673901
2018-12-18,3511.18193524
2018-12-19,3819.74218344
2018-12-20,4110.59912355
2018-12-21,4055.04328727
2018-12-22,3961.46076634
2018-12-23,4080.14888027
2018-12-24,4176.8095023
2018-12-25,3810.13254894
2018-12-26,3798.3160174
2018-12-27,3793.06690614
2018-12-28,3673.88163821
2018-12-29,3901.35255478
2018-12-30,3892.3904047
2018-12-31,3829.34078559
2019-01-01,3768.84329188
2019-01-02,3849.05723547
2019-01-03,3884.22327124
2019-01-04,3831.66501454
2019-01-05,3864.8705711
2019-01-06,3857.21900917
2019-01-07,4023.13074911
2019-01-08,4031.80238786
2019-01-09,4055.34147252
2019-01-10,3825.05232215
2019-01-11,3687.71914065
2019-01-12,3659.45870287
2019-01-13,3666.17407141
2019-01-14,3584.71420306
2019-01-15,3683.7108808
2019-01-16,3661.35174256
2019-01-17,3638.16209319
2019-01-18,3660.36391836
2019-01-19,3754.7836549
2019-01-20,3733.15322618
2019-01-21,3578.2720406
2019-01-22,3564.1327422
2019-01-23,3604.21957566
2019-01-24,3575.69473249
2019-01-25,3581.37971976
2019-01-26,3636.5997565
2019-01-27,3573.89194803
2019-01-28,3478.94863387
2019-01-29,3422.9898524
2019-01-30,3467.97788981
2019-01-31,3458.39213125
2019-02-01,3454.78891941
2019-02-02,3483.41135699
2019-02-03,3480.10004169
2019-02-04,3454.37604722
2019-02-05,3471.87985971
2019-02-06,3409.21273959
2019-02-07,3426.61816227
2019-02-08,3441.98434425
2019-02-09,3674.39907075
2019-02-10,3654.05356189
2019-02-11,3656.67834986
2019-02-12,3623.45706452
2019-02-13,3638.5198942
2019-02-14,3622.47325146
2019-02-15,3637.00475419
2019-02-16,3635.39683312
2019-02-17,3644.60044094
2019-02-18,3743.34837465
2019-02-19,3925.68615699
2019-02-20,3982.29267418
2019-02-21,3952.23892593
2019-02-22,3978.4327057
2019-02-23,3990.07213651
2019-02-24,4171.18462034
2019-02-25,3840.29657835
2019-02-26,3861.73983803
2019-02-27,3871.64561065
2019-02-28,3866.86871329
2019-03-01,3868.64427091
2019-03-02,3857.89779618
2019-03-03,3866.38620439
2019-03-04,3744.13639993
2019-03-05,3776.51077427
2019-03-06,3899.75593004
2019-03-07,3899.07750083
2019-03-08,3930.44999604
2019-03-09,3942.69466486
2019-03-10,3935.96386853
2019-03-11,3929.11737346
2019-03-12,3924.65609399
2019-03-13,3891.90419153
2019-03-14,3919.31169232
2019-03-15,3929.76538138
2019-03-16,4069.3860274
2019-03-17,4027.80370577
2019-03-18,4018.69333469
2019-03-19,4058.91853328
2019-03-20,4039.68182822
2019-03-21,4079.00779109
2019-03-22,4036.6019815
2019-03-23,4027.54232139
2019-03-24,4029.62340359
2019-03-25,4027.28941114
2019-03-26,3954.70205087
2019-03-27,4068.80361688
2019-03-28,4080.93645773
2019-03-29,4094.8752094
2019-03-30,4087.5367221
2019-03-31,4110.53983846
2019-04-01,4130.44151755
2019-04-02,4761.41474549
2019-04-03,4958.77618112
2019-04-04,4972.19302726
2019-04-05,4975.59209783
2019-04-06,5002.55011676
2019-04-07,5145.96383472
2019-04-08,5212.60692696
2019-04-09,5192.93393555
2019-04-10,5248.011418
2019-04-11,5028.1287
2019-04-12,5045.388
2019-04-13,5069.7887
2019-04-14,5066.5275
2019-04-15,5140.3552
2019-04-16,5064.665316
2019-04-17,5201.137335
2019-04-18,5241.936187
2019-04-19,5260.868672
2019-04-20,5300.682085
2019-04-21,5234.132901
2019-04-22,5309.706252
2019-04-23,5542.078176
2019-04-24,5433.751035
2019-04-25,5437.452539
2019-04-26,5235.550673
2019-04-27,5258.217236
2019-04-28,5280.520553
2019-04-29,5218.865777
2019-04-30,5290.040112
2019-05-01,5331.337332
2019-05-02,5484.815399
2019-05-03,5751.139668
2019-05-04,5635.428655
2019-05-05,5747.253055
2019-05-06,5691.755544
2019-05-07,5878.642196
2019-05-08,5925.063145
2019-05-09,6033.513817
2019-05-10,6295.328295
2019-05-11,6858.944523
2019-05-12,6915.76803
2019-05-13,7753.949712
2019-05-14,8064.286384
2019-05-15,8002.724281
2019-05-16,7994.418362
2019-05-17,7198.758063
2019-05-18,7402.206266
2019-05-19,7941.948154
2019-05-20,7827.413491
2019-05-21,7981.577969
2019-05-22,7996.884133
2019-05-23,7820.878456
2019-05-24,8119.835778
2019-05-25,8093.120463
2019-05-26,8021.557606
2019-05-27,8877.418523
2019-05-28,8737.953583
2019-05-29,8751.138672
2019-05-30,8799.6117
2019-05-31,8451.022936
2019-06-01,8588.70545
2019-06-02,8772.866576
2019-06-03,8411.906539
2019-06-04,7990.05684
2019-06-05,7662.367951
2019-06-06,7707.949463
2019-06-07,7916.186072
2019-06-08,7896.588083
2019-06-09,7735.948754
2019-06-10,7883.492323
2019-06-11,7772.724383
2019-06-12,8122.259069
2019-06-13,8172.030424
2019-06-14,8409.668036
2019-06-15,8695.031604
2019-06-16,9156.889443
2019-06-17,9250.761257
2019-06-18,9018.702089
2019-06-19,9062.829882
2019-06-20,9325.099172
2019-06-21,9811.182744
2019-06-22,10797.195351
2019-06-23,10750.192486
2019-06-24,10885.037759
2019-06-25,11372.926153
2019-06-26,12807.985051
2019-06-27,11712.325489
2019-06-28,12000.098847
2019-06-29,12028.006574
2019-06-30,11164.074879
2019-07-01,10167.657423
2019-07-02,10464.606072
2019-07-03,11398.932811
2019-07-04,11811.794788
2019-07-05,11295.577715
2019-07-06,11462.344272
2019-07-07,11333.67374
2019-07-08,11841.81039
2019-07-09,12325.649217
2019-07-10,12344.728234
2019-07-11,11689.040326
2019-07-12,11478.326512
2019-07-13,11405.047585
2019-07-14,10600.704165
2019-07-15,10511.656727
2019-07-16,10447.694062
2019-07-17,9781.226126
2019-07-18,10356.334495
2019-07-19,10399.845359
2019-07-20,10571.764868
2019-07-21,10441.700648
2019-07-22,10320.688957
2019-07-23,9972.011052
2019-07-24,9894.072914
2019-07-25,10031.217718
2019-07-26,9788.910066
2019-07-27,9458.226845
2019-07-28,9576.089334
2019-07-29,9576.434814
2019-07-30,9687.882162
2019-07-31,10043.887227
2019-08-01,9986.796972
2019-08-02,10595.872301
2019-08-03,10764.775786
2019-08-04,10787.776968
2019-08-05,11694.674773
2019-08-06,11706.456236
2019-08-07,11715.475004
2019-08-08,11769.027451
2019-08-09,11761.021936
2019-08-10,11437.269528
2019-08-11,11398.755564
2019-08-12,11369.756507
2019-08-13,10989.476518
2019-08-14,10515.604537
2019-08-15,10033.692698
2019-08-16,10263.228419
2019-08-17,10343.764369
2019-08-18,10427.580203
2019-08-19,10692.449024
2019-08-20,10695.969619
2019-08-21,10071.42079
2019-08-22,10139.262264
2019-08-23,10395.571065
2019-08-24,9991.46187
2019-08-25,10091.571106
2019-08-26,10350.351212
2019-08-27,10115.756385
2019-08-28,10227.063672
2019-08-29,9536.937406
2019-08-30,9590.10302
2019-08-31,9562.542968
2019-09-01,9527.655596
2019-09-02,9866.386682
2019-09-03,10593.299151
2019-09-04,10431.68572
2019-09-05,10516.922474
2019-09-06,10842.256559
2019-09-07,10442.881987
2019-09-08,10382.117649
2019-09-09,10343.273157
2019-09-10,10196.625975
2019-09-11,9998.646102
2019-09-12,10312.057028
2019-09-13,10294.044984
2019-09-14,10305.215618
2019-09-15,10239.202867
2019-09-16,10100.452838
2019-09-17,10120.182563
2019-09-18,10026.050592
2019-09-19,9739.364819
2019-09-20,10157.188681
2019-09-21,10024.223012
2019-09-22,9974.128977
2019-09-23,9874.349811
2019-09-24,9540.916708
2019-09-25,8399.042667
2019-09-26,8198.123307
2019-09-27,7966.687334
2019-09-28,8071.547392
2019-09-29,7967.25078
2019-09-30,8252.536993
2019-10-01,8305.22235
2019-10-02,8219.922681
2019-10-03,8128.272718
2019-10-04,8134.592993
2019-10-05,8039.417158
2019-10-06,8035.147223
2019-10-07,8158.411599
2019-10-08,8202.766629
2019-10-09,8589.430372
2019-10-10,8495.747939
2019-10-11,8325.663807
2019-10-12,8369.82427
2019-10-13,8394.897208
2019-10-14,8273.224151
2019-10-15,8256.281115
2019-10-16,7969.430611
2019-10-17,8069.505633
2019-10-18,7924.526341
2019-10-19,8010.837031
2019-10-20,7996.412922
2019-10-21,8211.8296
2019-10-22,8197.5294595174
2019-10-23,7456.8957514075
2019-10-24,7440.1183034434
2019-10-25,7722.1798708611
2019-10-26,9226.5156797405
2019-10-27,9517.3249403669
2019-10-28,9349.0860376022
2019-10-29,9338.6346879879
2019-10-30,9065.2320483234
2019-10-31,9200.8134680499
2019-11-01,9130.4625211815
2019-11-02,9290.794180209
2019-11-03,9171.7332987707
2019-11-04,9292.5196824276
2019-11-05,9345.7594264137
2019-11-06,9335.9798149962
2019-11-07,9213.430814458
2019-11-08,8773.5941880825
2019-11-09,8805.302961153
2019-11-10,8821.0262277506
2019-11-11,8746.558306392
2019-11-12,8646.1241992047
2019-11-13,8739.2029105511
2019-11-14,8641.6050920529
2019-11-15,8472.2521318837
2019-11-16,8493.7054748088
2019-11-17,8543.3922874992
2019-11-18,8434.0261648226
2019-11-19,8111.0407640244
2019-11-20,8118.3876837025
2019-11-21,7668.256746625
2019-11-22,7063.2600713271
2019-11-23,7262.9697704017
2019-11-24,7081.6408095459
2019-11-25,7227.5637570674
2019-11-26,7072.6546072644
2019-11-27,7257.2835650328
2019-11-28,7572.648591345
2019-11-29,7755.231727345
2019-11-30,7583.9391507491
2019-12-01,7375.0369782425
2019-12-02,7290.980630194
2019-12-03,7332.6219881964
2019-12-04,7440.2420355894
2019-12-05,7337.4096683042
2019-12-06,7417.373774778
2019-12-07,7523.5331305018
2019-12-08,7534.3442449491
2019-12-09,7490.3289588751
2019-12-10,7283.6130528074
2019-12-11,7186.1759285837
2019-12-12,7168.9597977538
2019-12-13,7247.9122528253
2019-12-14,7127.8249388205
2019-12-15,7113.627928018
2019-12-16,7094.2241136369
2019-12-17,6743.0579651676
2019-12-18,6789.8287092489
2019-12-19,7130.5876802998
2019-12-20,7177.0499759361
2019-12-21,7137.2632199595
2019-12-22,7165.6638217456
2019-12-23,7567.4694744034
2019-12-24,7267.6496312783
2019-12-25,7185.2457521233
2019-12-26,7199.5518239716
2019-12-27,7232.7149285183
2019-12-28,7303.9413359584
2019-12-29,7390.2339198907
2019-12-30,7279.6591243835
2019-12-31,7219.0072372319
2020-01-01,7225.7152679066
2020-01-02,7127.7773843886
2020-01-03,7273.4185254767
2020-01-04,7335.1689314114
2020-01-05,7458.2853521226
2020-01-06,7530.7395547048
2020-01-07,7820.1563025304
2020-01-08,8299.723526957
2020-01-09,7919.2457008645
2020-01-10,8011.0720003918
2020-01-11,8067.4318652818
2020-01-12,8166.9253364336
2020-01-13,8091.885664038
2020-01-14,8715.6953024954
2020-01-15,8813.22109183
2020-01-16,8701.6824187952
2020-01-17,8831.3433719838
2020-01-18,8901.3233168934
2020-01-19,8656.0745763913
2020-01-20,8649.1006748075
2020-01-21,8659.5937014812
2020-01-22,8658.9319515724
2020-01-23,8393.6136743505
2020-01-24,8479.58138188
2020-01-25,8331.4787186131
2020-01-26,8471.0837695284
2020-01-27,8767.4855076621
2020-01-28,9008.827742372
2020-01-29,9302.5547339449
2020-01-30,9366.821520608
2020-01-31,9297.8168194543
2020-02-01,9366.343862876
2020-02-02,9458.2975076722
2020-02-03,9330.0745055961
2020-02-04,9201.4478612649
2020-02-05,9450.8419430301
2020-02-06,9776.9387431842
2020-02-07,9807.0065973127
2020-02-08,9815.0750275825
2020-02-09,10012.8744142333
2020-02-10,9895.7875890377
2020-02-11,9983.1255203661
2020-02-12,10259.4816886356
2020-02-13,10243.1784244656
2020-02-14,10260.8844225523
2020-02-15,10213.3960883108
2020-02-16,9880.5510570281
2020-02-17,9544.7617745878
2020-02-18,9834.1948540837
2020-02-19,10131.7424986479
2020-02-20,9585.9068926868
2020-02-21,9703.5836188393
2020-02-22,9622.7544072357
2020-02-23,9872.7664808353
2020-02-24,9731.0607877811
2020-02-25,9403.14113175
2020-02-26,9005.2189921452
2020-02-27,8889.7570856711
2020-02-28,8656.2168811116
2020-02-29,8647.1755787402
2020-03-01,8590.5926944135
2020-03-02,8790.1323777328
2020-03-03,8719.1296977404
2020-03-04,8754.7899964014
2020-03-05,9035.5889338597
2020-03-06,9067.8142366788
2020-03-07,9111.9873454572
2020-03-08,8497.1207307793
2020-03-09,7703.0705958296
2020-03-10,8010.8173923621
2020-03-11,7787.2422012438
2020-03-12,6070.5678769565
2020-03-13,5251.5614159579
2020-03-14,5350.7587515239
2020-03-15,5356.2827067529
2020-03-16,5134.6039598429
2020-03-17,5271.873657541
2020-03-18,5313.774414959
2020-03-19,5849.4902513817
2020-03-20,6583.0316953989
2020-03-21,6208.0379970056
2020-03-22,6073.7948716775
2020-03-23,6213.8646825265
2020-03-24,6547.2877869054
2020-03-25,6643.2883296629
2020-03-26,6595.1423494403
2020-03-27,6636.2930413715
2020-03-28,6236.0389258116
2020-03-29,6118.8104655823
2020-03-30,6379.9950819009
2020-03-31,6442.7584375489
2020-04-01,6240.54113313
2020-04-02,6791.7250505771
2020-04-03,6718.1227812982
2020-04-04,6719.5079005392
2020-04-05,6785.928286595
2020-04-06,7132.1731556681
2020-04-07,7314.7142916479
2020-04-08,7269.1182083746
2020-04-09,7275.0186547334
2020-04-10,6775.6141450544
2020-04-11,6832.271127686
2020-04-12,7013.7190652432
2020-04-13,6767.6891017051
2020-04-14,6897.2892728215
2020-04-15,6709.4301468019
2020-04-16,7039.3457961692
2020-04-17,7046.0371359644
2020-04-18,7226.9212025446
2020-04-19,7108.1329834945
2020-04-20,7063.7397068669
2020-04-21,6836.921126083
2020-04-22,7108.1902975063
2020-04-23,7533.9501381174
2020-04-24,7502.819425998
2020-04-25,7539.9455903761
2020-04-26,7550.5929706273
2020-04-27,7679.8506596634
2020-04-28,7721.4785816469
2020-04-29,8371.8674646578
2020-04-30,8805.3200222335
2020-05-01,8733.4689881942
2020-05-02,8918.2720355677
2020-05-03,8825.2758578972
2020-05-04,8839.9057325007
2020-05-05,8812.7233713463
2020-05-06,9279.3803445434
2020-05-07,9491.7907694738
2020-05-08,9953.0516655672
2020-05-09,9686.9596284012
2020-05-10,8637.6112800172
2020-05-11,8873.9240147726
2020-05-12,8879.8038430939
2020-05-13,9131.108540015
2020-05-14,9740.3200209912
2020-05-15,9481.156194492
2020-05-16,9370.0161558814
2020-05-17,9818.3535182934
2020-05-18,9666.2073083973
2020-05-19,9687.232420751
2020-05-20,9419.3082097347
2020-05-21,9097.6467299134
2020-05-22,9207.8623449102
2020-05-23,9203.6676289352
2020-05-24,9063.3372956571
2020-05-25,8775.3820268222
2020-05-26,8728.3140661456
2020-05-27,9150.1647812613
